id,service,amount
9,Eda,-70
9,Drive,1115
9,Drive,3691
9,Drive,716
9,Eda,-914
9,Lavka,4671
9,Lavka,73
9,Taxi,-1765
9,Lavka,-962
9,Market,-2664
9,Taxi,1039
9,Eda,-265
9,Taxi,20
9,Drive,-205
9,Eda,-74
9,Lavka,-789
9,Lavka,953
9,Market,-707
9,Taxi,-579
9,Drive,-18
9,Lavka,425
9,Drive,-2023
9,Eda,-2025
9,Taxi,-1376
9,Drive,-2492
10,Drive,1085
10,Market,-526
10,Eda,-559
10,Lavka,148
10,Eda,-148
10,Market,511
10,Lavka,-511
10,Drive,584
10,Drive,-131
10,Market,-453
10,Drive,318
10,Drive,282
10,Market,-600
10,Drive,987
10,Eda,512
10,Taxi,451
10,Market,922
10,Taxi,682
10,Lavka,445
10,Eda,-1033
10,Drive,-1915
10,Lavka,280
10,Eda,-298
10,Drive,422
10,Taxi,-10
10,Lavka,-411
10,Lavka,92
10,Lavka,994
10,Market,1196
10,Taxi,-2135
10,Drive,1683
10,Lavka,-1334
10,Drive,1208
10,Eda,-2738
10,Lavka,1629
10,Lavka,-781
10,Lavka,-148
10,Lavka,-700
10,Lavka,233
10,Eda,49
10,Taxi,-282
10,Drive,99
10,Market,-99
10,Drive,350
10,Eda,2074
10,Drive,243
10,Drive,1361
10,Taxi,2089
10,Taxi,1805
10,Drive,-2115
10,Taxi,441
10,Market,-419
10,Eda,-248
10,Taxi,274
10,Eda,1281
10,Market,-65
10,Drive,861
10,Taxi,480
10,Market,-1079
10,Market,638
10,Market,75
10,Eda,-52
10,Market,-245
10,Drive,-1805
10,Lavka,-54
10,Taxi,-1482
10,Drive,-248
10,Eda,1397
10,Lavka,-2130
10,Lavka,-1095
10,Lavka,206
10,Market,-155
10,Market,3408
11,Taxi,930
11,Market,271
11,Lavka,-1201
11,Drive,2625
11,Market,158
11,Eda,-775
11,Taxi,-978
11,Taxi,372
11,Drive,-934
11,Drive,435
11,Eda,-903
11,Eda,240
11,Lavka,-240
11,Drive,196
11,Eda,330
11,Drive,126
11,Taxi,2363
11,Taxi,882
11,Lavka,275
11,Taxi,-153
11,Taxi,-27
11,Lavka,-567
11,Lavka,3513
11,Eda,1872
11,Drive,-567
11,Eda,-665
11,Eda,945
11,Market,2135
11,Market,-560
12,Taxi,764
12,Market,87
12,Taxi,-221
12,Lavka,-630
12,Drive,1682
12,Lavka,-760
12,Lavka,-576
12,Market,461
12,Taxi,1351
12,Drive,892
12,Taxi,781
12,Market,-1224
12,Taxi,1753
12,Drive,566
12,Eda,-445
12,Drive,-133
12,Drive,-433
12,Market,509
12,Lavka,1597
12,Taxi,1000
12,Lavka,-929
12,Drive,97
12,Taxi,305
12,Drive,-207
12,Drive,837
12,Market,1447
12,Taxi,-299
12,Taxi,79
12,Taxi,-908
12,Taxi,-360
12,Taxi,-832
12,Taxi,996
12,Lavka,-2053
12,Lavka,869
12,Drive,-107
12,Eda,-823
12,Drive,-433
12,Market,813
12,Taxi,-1225
12,Market,-220
12,Market,-4068
12,Market,37
12,Drive,-37
12,Lavka,2598
12,Taxi,-50
12,Taxi,-302
12,Market,-184
12,Eda,-431
12,Drive,39
12,Eda,-61
12,Drive,1690
12,Lavka,1179
12,Taxi,74
12,Market,-227
12,Market,591
12,Eda,59
12,Taxi,596
12,Lavka,150
12,Market,1304
12,Taxi,2399
12,Eda,-3834
12,Drive,-1509
12,Market,-1723
12,Eda,1102
13,Lavka,38
13,Taxi,-38
13,Market,285
13,Taxi,2987
13,Eda,1569
13,Taxi,572
13,Lavka,-388
13,Taxi,-416
13,Market,-519
13,Eda,113
13,Drive,-970
13,Lavka,-2278
13,Taxi,-788
13,Eda,462
13,Lavka,-23
13,Taxi,-606
13,Eda,401
13,Taxi,-401
13,Lavka,722
13,Lavka,2022
13,Market,-813
13,Taxi,686
13,Lavka,-1228
13,Drive,711
13,Eda,-2100
13,Market,115
13,Eda,781
13,Market,1699
13,Drive,2516
13,Drive,153
13,Taxi,764
13,Lavka,1894
13,Eda,-2093
13,Drive,2716
13,Eda,-774
13,Taxi,-940
13,Drive,2003
13,Eda,650
13,Market,178
13,Lavka,-2343
13,Taxi,-4717
13,Lavka,1692
13,Eda,2184
13,Drive,-999
13,Market,-500
13,Market,-1427
13,Eda,5600
13,Taxi,-770
13,Taxi,1778
13,Eda,930
13,Market,1073
14,Lavka,440
14,Market,10
14,Market,-450
14,Lavka,879
14,Eda,4574
14,Eda,-11
14,Lavka,-486
14,Eda,-119
14,Eda,126
14,Market,-633
14,Eda,2104
14,Drive,222
14,Eda,-56
14,Drive,1959
14,Lavka,543
14,Drive,49
14,Lavka,443
14,Market,-1382
14,Eda,-103
14,Lavka,1301
14,Eda,191
14,Lavka,604
14,Eda,3626
14,Drive,-388
14,Taxi,-1448
14,Eda,1667
14,Taxi,-543
14,Lavka,1126
14,Taxi,-693
14,Lavka,-55
14,Taxi,-722
14,Drive,-602
14,Market,-140
14,Market,1062
14,Market,-1771
14,Drive,-243
14,Eda,-2290
14,Lavka,610
14,Eda,-2082
14,Taxi,444
14,Taxi,-560
14,Eda,1761
14,Taxi,738
14,Lavka,292
14,Lavka,2360
14,Lavka,1053
14,Drive,-398
14,Market,-435
14,Market,-2199
14,Eda,-4108
14,Lavka,438
14,Drive,2302
14,Market,992
14,Drive,-80
14,Market,224
14,Drive,-269
14,Drive,-848
14,Taxi,655
14,Lavka,431
14,Lavka,-1601
14,Taxi,-1090
14,Eda,1821
14,Taxi,-357
14,Eda,304
14,Taxi,-615
14,Taxi,-279
14,Market,225
14,Lavka,-76
14,Lavka,182
14,Eda,642
14,Eda,-1062
14,Eda,106
14,Lavka,-230
14,Eda,-965
14,Eda,498
14,Market,62
14,Market,-3398
14,Lavka,450
15,Taxi,318
15,Lavka,-318
15,Taxi,789
15,Drive,-789
15,Market,257
15,Market,-257
15,Market,1058
15,Taxi,54
15,Eda,-903
15,Eda,-209
15,Taxi,1534
15,Drive,419
15,Lavka,-1044
15,Taxi,619
15,Eda,-1528
15,Taxi,1643
15,Taxi,-1061
15,Market,-582
15,Taxi,758
15,Taxi,-758
15,Lavka,1575
15,Taxi,1796
15,Eda,-3371
15,Drive,1473
15,Taxi,-1473
15,Market,433
15,Taxi,675
15,Lavka,1465
15,Lavka,-569
15,Drive,-1387
15,Eda,2182
15,Taxi,-358
15,Lavka,328
15,Taxi,-132
15,Drive,-1114
15,Drive,2052
15,Eda,-807
15,Eda,-2768
15,Eda,257
15,Taxi,3118
15,Eda,746
15,Taxi,703
15,Drive,-2311
15,Market,-1521
15,Market,148
15,Lavka,5340
15,Taxi,1646
15,Taxi,1202
15,Eda,-1251
15,Drive,-151
15,Taxi,1112
15,Taxi,-1374
15,Eda,80
15,Lavka,-35
15,Drive,-623
15,Market,-1108
15,Market,2053
15,Taxi,669
15,Eda,1702
15,Market,15
15,Taxi,1912
16,Eda,230
16,Market,1555
16,Market,-160
16,Eda,183
16,Lavka,2727
16,Eda,2534
16,Taxi,60
16,Drive,2896
16,Market,-973
16,Eda,2366
16,Lavka,-494
16,Market,-2392
16,Eda,-478
16,Lavka,-259
16,Eda,-418
16,Lavka,1328
16,Drive,-3665
16,Eda,999
16,Lavka,-1083
16,Drive,747
16,Market,212
16,Eda,-1633
16,Market,78
16,Lavka,-132
16,Eda,683
16,Eda,-245
16,Lavka,1165
16,Drive,1082
16,Drive,-382
16,Lavka,3479
16,Lavka,-1984
16,Taxi,-127
16,Market,3259
16,Drive,-766
17,Eda,649
17,Taxi,-649
17,Market,619
17,Lavka,-373
17,Lavka,2896
17,Drive,-846
17,Drive,171
17,Taxi,-2091
17,Eda,48
17,Drive,55
17,Lavka,514
17,Eda,-993
17,Eda,1048
17,Eda,152
17,Drive,-187
17,Lavka,-1013
17,Drive,722
17,Taxi,-722
17,Drive,71
17,Eda,-71
17,Market,1519
17,Lavka,1164
17,Market,-1063
17,Market,-303
17,Taxi,489
17,Market,-340
17,Market,693
17,Lavka,180
17,Market,901
17,Eda,-428
17,Lavka,21
17,Market,-2833
17,Market,651
17,Market,-156
17,Lavka,-495
17,Drive,1594
17,Lavka,388
17,Taxi,1073
17,Drive,205
17,Drive,1436
17,Lavka,-1017
17,Drive,856
17,Market,-1984
17,Eda,-2551
17,Drive,17
17,Market,955
17,Lavka,747
17,Taxi,1105
17,Taxi,3545
17,Market,668
17,Taxi,1768
17,Drive,870
17,Drive,-1766
17,Lavka,-1789
17,Drive,-35
17,Eda,2285
17,Lavka,2116
17,Eda,-513
17,Market,-242
17,Drive,-124
17,Eda,-797
17,Market,-298
17,Drive,-4014
17,Drive,-1214
17,Eda,159
17,Taxi,-252
17,Taxi,369
17,Eda,334
17,Drive,229
17,Eda,1035
17,Eda,195
17,Lavka,2015
17,Drive,1444
17,Drive,782
17,Drive,-1152
17,Eda,3534
17,Drive,1196
17,Taxi,1378
17,Market,776
17,Drive,-1794
17,Drive,373
17,Lavka,-44
17,Eda,-618
17,Eda,-1675
17,Lavka,1162
17,Lavka,923
17,Market,831
17,Eda,711
17,Eda,-9
17,Market,-799
17,Market,524
17,Taxi,-742
17,Lavka,1951
18,Market,1863
18,Taxi,-147
18,Market,-1716
18,Drive,1199
18,Lavka,-307
18,Market,-892
18,Market,77
18,Lavka,22
19,Taxi,1105
19,Eda,-857
19,Drive,1291
19,Taxi,-24
19,Lavka,427
19,Taxi,2085
19,Eda,-2233
19,Lavka,-755
19,Market,-1039
19,Drive,563
19,Lavka,-563
19,Taxi,905
19,Market,-905
19,Eda,936
19,Lavka,-350
19,Eda,-586
19,Drive,1045
19,Drive,1494
19,Lavka,451
19,Eda,1443
19,Market,-3158
19,Taxi,-920
19,Eda,-21
19,Eda,-334
19,Taxi,293
19,Taxi,248
19,Lavka,2242
19,Lavka,632
19,Drive,995
19,Eda,220
19,Taxi,-1286
19,Lavka,833
19,Taxi,1106
19,Lavka,398
19,Market,837
19,Drive,-1977
19,Taxi,-7
19,Market,934
19,Drive,-829
19,Taxi,462
20,Lavka,3161
20,Eda,-817
20,Drive,-2344
20,Market,425
20,Taxi,-368
20,Drive,-57
20,Market,2108
20,Taxi,-408
20,Market,103
20,Taxi,-700
20,Eda,1698
20,Eda,400
20,Lavka,-72
20,Eda,1126
20,Eda,-982
20,Eda,-1219
20,Market,981
20,Market,-300
20,Lavka,921
20,Eda,216
20,Lavka,670
20,Taxi,-244
20,Eda,92
21,Drive,2256
21,Market,725
21,Drive,-2981
21,Eda,843
21,Lavka,90
21,Market,-859
21,Taxi,-74
21,Lavka,900
21,Drive,-739
21,Market,-161
21,Taxi,2427
21,Taxi,-383
21,Eda,1483
21,Taxi,87
21,Eda,-287
21,Eda,-2599
21,Market,-73
21,Market,-655
21,Taxi,579
21,Taxi,-579
21,Eda,1446
22,Lavka,997
22,Lavka,-997
22,Eda,94
22,Eda,266
22,Market,199
22,Taxi,66
22,Drive,1729
22,Lavka,1891
22,Taxi,-1373
22,Eda,147
22,Eda,-230
22,Market,-758
22,Drive,-1729
22,Drive,946
22,Taxi,-1248
22,Eda,1051
22,Market,592
22,Drive,822
22,Taxi,-1492
22,Market,-507
22,Eda,1243
22,Drive,856
22,Taxi,-487
22,Drive,810
22,Taxi,1673
22,Taxi,-313
22,Market,-461
22,Eda,-216
22,Market,652
22,Lavka,1079
22,Market,59
22,Market,-4268
22,Drive,828
22,Eda,-1921
22,Taxi,1781
22,Taxi,-150
22,Eda,-1314
22,Drive,1044
22,Drive,-237
22,Market,1577
22,Taxi,919
22,Eda,260
22,Lavka,1664
22,Taxi,-3878
22,Eda,501
22,Lavka,-623
22,Drive,85
22,Eda,495
22,Eda,515
22,Taxi,-992
22,Drive,-1647
22,Lavka,500
22,Market,619
22,Eda,70
22,Lavka,1204
22,Eda,991
22,Taxi,496
22,Drive,943
22,Drive,437
22,Lavka,-1723
22,Taxi,-491
22,Eda,116
23,Drive,1435
23,Market,-641
23,Taxi,-794
23,Taxi,985
23,Lavka,-49
23,Drive,-85
23,Market,-851
23,Taxi,1315
23,Taxi,1964
23,Eda,-1422
23,Lavka,-525
23,Lavka,-114
23,Drive,-70
23,Lavka,-117
23,Eda,-70
23,Lavka,2626
23,Drive,458
23,Drive,952
23,Taxi,-2120
23,Taxi,-118
23,Eda,-552
23,Market,-1038
23,Market,71
23,Drive,-985
23,Drive,687
23,Taxi,1617
23,Taxi,-395
23,Market,-192
23,Taxi,115
23,Market,1942
23,Eda,2229
23,Lavka,-2799
23,Drive,-793
23,Taxi,809
23,Eda,-34
23,Market,-599
23,Eda,1475
23,Lavka,3233
23,Lavka,1148
23,Lavka,2672
23,Lavka,1763
23,Lavka,424
23,Taxi,-495
23,Lavka,1463
23,Drive,333
24,Market,926
24,Eda,-926
24,Lavka,649
24,Drive,584
24,Market,343
24,Eda,-283
24,Eda,-1022
24,Market,-271
24,Drive,2276
24,Eda,498
24,Market,1590
24,Lavka,-725
24,Lavka,246
24,Lavka,-28
24,Market,-573
24,Market,309
24,Drive,295
24,Lavka,2819
24,Eda,-1500
24,Taxi,229
24,Taxi,-4385
24,Taxi,-502
24,Market,-545
24,Eda,-4
24,Drive,357
24,Lavka,1906
24,Taxi,-1192
24,Market,315
24,Lavka,-902
24,Market,-484
24,Drive,386
24,Eda,-24
24,Drive,-61
24,Market,-265
24,Drive,1305
24,Lavka,-228
24,Eda,1106
24,Taxi,-184
24,Taxi,-317
24,Taxi,-472
24,Drive,-1246
24,Eda,623
24,Eda,1219
24,Drive,246
24,Market,730
24,Market,1431
24,Eda,583
24,Taxi,-230
24,Eda,30
24,Taxi,-1353
25,Lavka,804
25,Eda,-685
25,Drive,-119
25,Lavka,58
25,Market,784
25,Market,1469
25,Eda,1269
25,Taxi,-1501
25,Lavka,598
25,Lavka,-842
25,Taxi,1159
25,Drive,-773
25,Market,284
25,Lavka,157
25,Drive,570
26,Lavka,1555
26,Drive,394
26,Drive,3251
26,Taxi,2550
26,Market,629
26,Taxi,201
26,Taxi,-1446
26,Lavka,-263
26,Eda,1072
26,Drive,1750
26,Lavka,-640
26,Taxi,-144
26,Drive,-833
26,Market,24
26,Eda,2204
26,Lavka,-437
26,Drive,2039
26,Drive,-950
26,Eda,-481
26,Market,487
26,Lavka,-275
26,Taxi,-73
26,Drive,-291
26,Lavka,460
26,Market,-509
26,Market,-661
26,Taxi,134
26,Drive,477
26,Drive,363
26,Eda,267
26,Taxi,264
26,Lavka,859
26,Eda,-2471
26,Lavka,-734
26,Lavka,521
26,Taxi,1691
26,Taxi,3127
26,Taxi,254
26,Lavka,686
26,Eda,-189
26,Market,-3324
26,Drive,717
26,Eda,-333
26,Taxi,1290
26,Drive,-266
26,Drive,-768
26,Lavka,201
26,Drive,-2693
26,Lavka,-102
26,Eda,-474
26,Eda,280
26,Lavka,494
26,Taxi,910
26,Taxi,-1410
26,Eda,-266
26,Eda,1191
26,Market,-236
26,Eda,-1893
26,Lavka,2394
26,Drive,-1433
26,Market,303
26,Drive,2127
26,Eda,627
26,Taxi,-5
26,Taxi,48
26,Market,1926
26,Market,43
26,Lavka,1922
26,Taxi,278
26,Drive,-364
26,Lavka,-1578
26,Taxi,-754
26,Taxi,2621
26,Eda,152
26,Drive,2591
26,Taxi,1466
27,Lavka,1863
27,Market,-859
27,Eda,-153
27,Market,435
27,Taxi,-1286
27,Eda,557
27,Drive,-557
27,Lavka,145
27,Drive,-145
27,Eda,3409
27,Taxi,-571
27,Lavka,-3
27,Drive,-711
27,Eda,-2124
27,Eda,32
27,Drive,-32
27,Market,447
27,Drive,2
27,Drive,-449
27,Eda,1048
27,Eda,780
27,Eda,150
27,Taxi,-683
27,Lavka,1434
27,Taxi,3136
27,Lavka,-493
27,Lavka,-1629
27,Eda,81
27,Market,595
27,Drive,-786
27,Market,-1968
27,Eda,39
27,Drive,1884
27,Lavka,-56
27,Taxi,-1510
27,Lavka,323
27,Market,290
27,Drive,1637
27,Lavka,1633
27,Lavka,42
27,Taxi,-851
27,Taxi,-1620
27,Market,-1206
27,Market,-851
27,Taxi,4228
27,Drive,-599
27,Drive,-1523
27,Eda,762
27,Taxi,2285
27,Taxi,765
27,Lavka,92
27,Lavka,118
27,Taxi,1265
27,Market,2160
27,Lavka,-2354
27,Market,3314
27,Market,655
27,Taxi,2259
27,Taxi,-1635
27,Eda,-341
27,Market,-3360
27,Lavka,-738
27,Lavka,-123
27,Taxi,911
27,Eda,-49
27,Drive,-123
27,Drive,295
27,Market,-896
27,Lavka,-1676
27,Drive,-41
27,Taxi,396
27,Eda,737
27,Lavka,2017
27,Taxi,1464
27,Market,-794
27,Lavka,601
27,Drive,1326
27,Eda,-1206
27,Market,-617
27,Eda,-175
27,Lavka,141
27,Lavka,-892
27,Taxi,-518
27,Eda,-1728
27,Market,576
27,Taxi,3275
27,Lavka,530
27,Taxi,1510
27,Eda,504
27,Taxi,-287
27,Market,-811
27,Market,-504
27,Eda,686
27,Market,108
27,Taxi,2683
27,Lavka,-1585
27,Market,1990
27,Taxi,31
28,Lavka,410
28,Lavka,771
28,Drive,-1181
28,Drive,1424
28,Taxi,2953
28,Taxi,1842
28,Market,-541
28,Eda,556
28,Market,118
28,Lavka,1093
28,Eda,-247
28,Taxi,1342
28,Market,113
28,Market,180
28,Market,1693
28,Eda,-1303
28,Drive,3023
28,Drive,-1255
28,Drive,1836
28,Market,907
28,Market,-973
28,Eda,684
28,Lavka,762
28,Market,-112
28,Drive,2017
28,Market,-1211
28,Market,4252
28,Eda,681
28,Eda,2559
28,Market,-946
28,Market,-3644
28,Eda,909
28,Lavka,4489
28,Drive,-1331
28,Drive,75
28,Market,-119
28,Market,1275
28,Eda,-1116
28,Eda,1
28,Market,202
28,Market,-627
28,Eda,1313
28,Eda,-677
28,Market,4341
28,Market,-1551
29,Lavka,2286
29,Market,-270
29,Drive,536
29,Lavka,442
29,Drive,764
29,Drive,-46
29,Lavka,-1086
29,Lavka,-85
29,Lavka,563
29,Eda,2512
29,Taxi,-306
29,Lavka,723
29,Market,42
29,Market,-152
29,Taxi,860
29,Lavka,-760
29,Market,515
29,Lavka,-6538
29,Eda,1070
29,Taxi,-786
29,Drive,1
29,Market,2462
29,Lavka,-397
29,Lavka,126
29,Eda,68
29,Eda,-353
29,Eda,864
29,Taxi,1510
29,Market,514
29,Eda,1399
29,Eda,944
29,Drive,417
29,Lavka,-464
29,Lavka,-102
29,Eda,998
29,Eda,519
29,Drive,574
29,Lavka,323
29,Taxi,339
29,Eda,-641
29,Market,-45
29,Lavka,-884
29,Drive,-101
30,Eda,655
30,Eda,-655
30,Drive,3950
30,Taxi,597
30,Market,1940
30,Drive,-415
30,Drive,85
30,Eda,2122
30,Market,370
30,Taxi,12
30,Lavka,792
30,Market,85
30,Lavka,209
30,Taxi,447
30,Market,-972
30,Lavka,-1417
30,Drive,255
30,Lavka,447
30,Eda,730
30,Market,-2257
30,Lavka,1656
30,Eda,-1589
30,Taxi,-867
30,Eda,378
30,Drive,-297
30,Market,-512
30,Drive,727
30,Lavka,-1055
30,Drive,1990
30,Market,494
30,Taxi,-128
30,Eda,-838
30,Lavka,243
30,Drive,-89
30,Eda,514
30,Eda,1499
30,Taxi,-2062
30,Market,184
30,Drive,-1049
30,Market,-8
30,Market,1173
30,Eda,770
30,Eda,193
30,Market,791
30,Eda,-308
30,Taxi,393
30,Lavka,504
30,Market,-1928
30,Drive,-357
30,Taxi,-608
30,Taxi,-424
30,Market,-2985
30,Lavka,-1439
30,Drive,-334
30,Taxi,-1612
30,Lavka,1549
30,Market,1086
30,Eda,-671
31,Eda,2126
31,Drive,-2126
31,Eda,425
31,Lavka,-425
31,Taxi,1856
31,Lavka,-494
31,Eda,-1362
31,Market,1240
31,Market,-1224
31,Lavka,328
31,Market,-344
31,Drive,464
31,Taxi,285
31,Eda,1
31,Lavka,287
31,Taxi,-522
31,Drive,-515
31,Drive,1039
31,Taxi,-799
31,Lavka,-240
31,Eda,2518
31,Lavka,-26
31,Taxi,-2366
31,Taxi,31
31,Drive,796
31,Eda,-953
31,Lavka,512
31,Drive,151
31,Eda,-16
31,Taxi,-647
31,Eda,134
31,Lavka,76
31,Drive,411
31,Lavka,-81
31,Taxi,-540
31,Taxi,833
31,Drive,-487
31,Market,513
31,Eda,166
31,Taxi,1595
